Source Name	Characteristics [Organism]	Term Source REF	Term Accession Number	Description	Comment [Sample_characteristics]	Comment [Sample_source_name]	Protocol REF	Protocol REF	Sample Name	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Material Type	Hybridization Name	Array Design REF	Protocol REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]
GSE14323GSM358226	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	Normal liver tissue:  Gene expression using RMA method. Tissue: Normal	Tissue: Normal	Normal liver tissue	P-G14323-1	P-G14323-2	GSE14323GSM358226 sample	P-G14323-4	GSE14323GSM358226 extract	total_RNA	P-G14323-3	GSE14323GSM358226 LE biotin	biotin	synthetic_RNA	Normal, biological rep 18	A-AFFY-37	P-AFFY-6	GSM358226.CEL	GSM358226.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.1.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358128	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	liver tissue with cirrhosis:  Gene expression using RMA method. Tissue: cirrhosis	Tissue: cirrhosis	liver tissue with cirrhosis	P-G14323-1	P-G14323-2	GSE14323GSM358128 sample	P-G14323-4	GSE14323GSM358128 extract	total_RNA	P-G14323-3	GSE14323GSM358128 LE biotin	biotin	synthetic_RNA	cirrhosis, biological rep 2	A-AFFY-37	P-AFFY-6	GSM358128.CEL	GSM358128.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.1.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358157	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	liver tissue with cirrhosisHCC:  Gene expression using RMA method. Tissue: cirrhosisHCC	Tissue: cirrhosisHCC	liver tissue with cirrhosisHCC	P-G14323-1	P-G14323-2	GSE14323GSM358157 sample	P-G14323-4	GSE14323GSM358157 extract	total_RNA	P-G14323-3	GSE14323GSM358157 LE biotin	biotin	synthetic_RNA	cirrhosisHCC, match HCC rep 36	A-AFFY-37	P-AFFY-6	GSM358157.CEL	GSM358157.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.1.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358196	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	liver tissue with cirrhosisHCC:  Gene expression using RMA method. Tissue: cirrhosisHCC	Tissue: cirrhosisHCC	liver tissue with cirrhosisHCC	P-G14323-1	P-G14323-2	GSE14323GSM358196 sample	P-G14323-4	GSE14323GSM358196 extract	total_RNA	P-G14323-3	GSE14323GSM358196 LE biotin	biotin	synthetic_RNA	cirrhosisHCC, match HCC rep 44	A-AFFY-37	P-AFFY-6	GSM358196.CEL	GSM358196.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.1.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358170	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	liver tissue with cirrhosis:  Gene expression using RMA method. Tissue: cirrhosis	Tissue: cirrhosis	liver tissue with cirrhosis	P-G14323-1	P-G14323-2	GSE14323GSM358170 sample	P-G14323-4	GSE14323GSM358170 extract	total_RNA	P-G14323-3	GSE14323GSM358170 LE biotin	biotin	synthetic_RNA	cirrhosis, biological rep 18	A-AFFY-37	P-AFFY-6	GSM358170.CEL	GSM358170.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.1.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358172	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	liver tissue with cirrhosis:  Gene expression using RMA method. Tissue: cirrhosis	Tissue: cirrhosis	liver tissue with cirrhosis	P-G14323-1	P-G14323-2	GSE14323GSM358172 sample	P-G14323-4	GSE14323GSM358172 extract	total_RNA	P-G14323-3	GSE14323GSM358172 LE biotin	biotin	synthetic_RNA	cirrhosis, biological rep 19	A-AFFY-37	P-AFFY-6	GSM358172.CEL	GSM358172.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.1.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358223	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	Normal liver tissue:  Gene expression using RMA method. Tissue: Normal	Tissue: Normal	Normal liver tissue	P-G14323-1	P-G14323-2	GSE14323GSM358223 sample	P-G14323-4	GSE14323GSM358223 extract	total_RNA	P-G14323-3	GSE14323GSM358223 LE biotin	biotin	synthetic_RNA	Normal, biological rep 15	A-AFFY-37	P-AFFY-6	GSM358223.CEL	GSM358223.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.1.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358153	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	liver tissue with cirrhosis:  Gene expression using RMA method. Tissue: cirrhosis	Tissue: cirrhosis	liver tissue with cirrhosis	P-G14323-1	P-G14323-2	GSE14323GSM358153 sample	P-G14323-4	GSE14323GSM358153 extract	total_RNA	P-G14323-3	GSE14323GSM358153 LE biotin	biotin	synthetic_RNA	cirrhosis, biological rep 11	A-AFFY-37	P-AFFY-6	GSM358153.CEL	GSM358153.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.1.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358186	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	liver tissue with cirrhosis:  Gene expression using RMA method. Tissue: cirrhosis	Tissue: cirrhosis	liver tissue with cirrhosis	P-G14323-1	P-G14323-2	GSE14323GSM358186 sample	P-G14323-4	GSE14323GSM358186 extract	total_RNA	P-G14323-3	GSE14323GSM358186 LE biotin	biotin	synthetic_RNA	cirrhosis, biological rep 31	A-AFFY-37	P-AFFY-6	GSM358186.CEL	GSM358186.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.1.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358208	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	liver tissue with cirrhosis:  Gene expression using RMA method. Tissue: cirrhosis	Tissue: cirrhosis	liver tissue with cirrhosis	P-G14323-1	P-G14323-2	GSE14323GSM358208 sample	P-G14323-4	GSE14323GSM358208 extract	total_RNA	P-G14323-3	GSE14323GSM358208 LE biotin	biotin	synthetic_RNA	cirrhosis, biological rep 40	A-AFFY-37	P-AFFY-6	GSM358208.CEL	GSM358208.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.1.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358104	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	liver tissue with HCC:  Gene expression using RMA method. Tissue: HCC	Tissue: HCC	liver tissue with HCC	P-G14323-1	P-G14323-2	GSE14323GSM358104 sample	P-G14323-4	GSE14323GSM358104 extract	total_RNA	P-G14323-3	GSE14323GSM358104 LE biotin	biotin	synthetic_RNA	HCC, biological rep 2	A-AFFY-37	P-AFFY-6	GSM358104.CEL	GSM358104.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.2.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358220	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	Normal liver tissue:  Gene expression using RMA method. Tissue: Normal	Tissue: Normal	Normal liver tissue	P-G14323-1	P-G14323-2	GSE14323GSM358220 sample	P-G14323-4	GSE14323GSM358220 extract	total_RNA	P-G14323-3	GSE14323GSM358220 LE biotin	biotin	synthetic_RNA	Normal, biological rep 12	A-AFFY-37	P-AFFY-6	GSM358220.CEL	GSM358220.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.2.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358161	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	liver tissue with cirrhosis:  Gene expression using RMA method. Tissue: cirrhosis	Tissue: cirrhosis	liver tissue with cirrhosis	P-G14323-1	P-G14323-2	GSE14323GSM358161 sample	P-G14323-4	GSE14323GSM358161 extract	total_RNA	P-G14323-3	GSE14323GSM358161 LE biotin	biotin	synthetic_RNA	cirrhosis, biological rep 13	A-AFFY-37	P-AFFY-6	GSM358161.CEL	GSM358161.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.2.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358146	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	liver tissue with HCC:  Gene expression using RMA method. Tissue: HCC	Tissue: HCC	liver tissue with HCC	P-G14323-1	P-G14323-2	GSE14323GSM358146 sample	P-G14323-4	GSE14323GSM358146 extract	total_RNA	P-G14323-3	GSE14323GSM358146 LE biotin	biotin	synthetic_RNA	HCC, biological rep 31	A-AFFY-37	P-AFFY-6	GSM358146.CEL	GSM358146.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.2.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358205	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	liver tissue with cirrhosis:  Gene expression using RMA method. Tissue: cirrhosis	Tissue: cirrhosis	liver tissue with cirrhosis	P-G14323-1	P-G14323-2	GSE14323GSM358205 sample	P-G14323-4	GSE14323GSM358205 extract	total_RNA	P-G14323-3	GSE14323GSM358205 LE biotin	biotin	synthetic_RNA	cirrhosis, biological rep 38	A-AFFY-37	P-AFFY-6	GSM358205.CEL	GSM358205.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.2.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358143	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	liver tissue with HCC:  Gene expression using RMA method. Tissue: HCC	Tissue: HCC	liver tissue with HCC	P-G14323-1	P-G14323-2	GSE14323GSM358143 sample	P-G14323-4	GSE14323GSM358143 extract	total_RNA	P-G14323-3	GSE14323GSM358143 LE biotin	biotin	synthetic_RNA	HCC, biological rep 29	A-AFFY-37	P-AFFY-6	GSM358143.CEL	GSM358143.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.2.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358209	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	Normal liver tissue:  Gene expression using RMA method. Tissue: Normal	Tissue: Normal	Normal liver tissue	P-G14323-1	P-G14323-2	GSE14323GSM358209 sample	P-G14323-4	GSE14323GSM358209 extract	total_RNA	P-G14323-3	GSE14323GSM358209 LE biotin	biotin	synthetic_RNA	Normal, biological rep 1	A-AFFY-37	P-AFFY-6	GSM358209.CEL	GSM358209.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.2.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358111	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	liver tissue with HCC:  Gene expression using RMA method. Tissue: HCC	Tissue: HCC	liver tissue with HCC	P-G14323-1	P-G14323-2	GSE14323GSM358111 sample	P-G14323-4	GSE14323GSM358111 extract	total_RNA	P-G14323-3	GSE14323GSM358111 LE biotin	biotin	synthetic_RNA	HCC, biological rep 9	A-AFFY-37	P-AFFY-6	GSM358111.CEL	GSM358111.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.2.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358120	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	liver tissue with HCC:  Gene expression using RMA method. Tissue: HCC	Tissue: HCC	liver tissue with HCC	P-G14323-1	P-G14323-2	GSE14323GSM358120 sample	P-G14323-4	GSE14323GSM358120 extract	total_RNA	P-G14323-3	GSE14323GSM358120 LE biotin	biotin	synthetic_RNA	HCC, biological rep 14	A-AFFY-37	P-AFFY-6	GSM358120.CEL	GSM358120.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.2.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358195	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	liver tissue with cirrhosis:  Gene expression using RMA method. Tissue: cirrhosis	Tissue: cirrhosis	liver tissue with cirrhosis	P-G14323-1	P-G14323-2	GSE14323GSM358195 sample	P-G14323-4	GSE14323GSM358195 extract	total_RNA	P-G14323-3	GSE14323GSM358195 LE biotin	biotin	synthetic_RNA	cirrhosis, biological rep 35	A-AFFY-37	P-AFFY-6	GSM358195.CEL	GSM358195.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.2.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358216	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	Normal liver tissue:  Gene expression using RMA method. Tissue: Normal	Tissue: Normal	Normal liver tissue	P-G14323-1	P-G14323-2	GSE14323GSM358216 sample	P-G14323-4	GSE14323GSM358216 extract	total_RNA	P-G14323-3	GSE14323GSM358216 LE biotin	biotin	synthetic_RNA	Normal, biological rep 8	A-AFFY-37	P-AFFY-6	GSM358216.CEL	GSM358216.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.2.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358221	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	Normal liver tissue:  Gene expression using RMA method. Tissue: Normal	Tissue: Normal	Normal liver tissue	P-G14323-1	P-G14323-2	GSE14323GSM358221 sample	P-G14323-4	GSE14323GSM358221 extract	total_RNA	P-G14323-3	GSE14323GSM358221 LE biotin	biotin	synthetic_RNA	Normal, biological rep 13	A-AFFY-37	P-AFFY-6	GSM358221.CEL	GSM358221.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.2.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358119	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	liver tissue with cirrhosis:  Gene expression using RMA method. Tissue: cirrhosis	Tissue: cirrhosis	liver tissue with cirrhosis	P-G14323-1	P-G14323-2	GSE14323GSM358119 sample	P-G14323-4	GSE14323GSM358119 extract	total_RNA	P-G14323-3	GSE14323GSM358119 LE biotin	biotin	synthetic_RNA	cirrhosis, biological rep 41	A-AFFY-37	P-AFFY-6	GSM358119.CEL	GSM358119.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.2.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358151	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	liver tissue with HCC:  Gene expression using RMA method. Tissue: HCC	Tissue: HCC	liver tissue with HCC	P-G14323-1	P-G14323-2	GSE14323GSM358151 sample	P-G14323-4	GSE14323GSM358151 extract	total_RNA	P-G14323-3	GSE14323GSM358151 LE biotin	biotin	synthetic_RNA	HCC, biological rep 32	A-AFFY-37	P-AFFY-6	GSM358151.CEL	GSM358151.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.2.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358187	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	liver tissue with HCC:  Gene expression using RMA method. Tissue: HCC	Tissue: HCC	liver tissue with HCC	P-G14323-1	P-G14323-2	GSE14323GSM358187 sample	P-G14323-4	GSE14323GSM358187 extract	total_RNA	P-G14323-3	GSE14323GSM358187 LE biotin	biotin	synthetic_RNA	HCC, biological rep 41	A-AFFY-37	P-AFFY-6	GSM358187.CEL	GSM358187.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.2.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358179	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	liver tissue with cirrhosis:  Gene expression using RMA method. Tissue: cirrhosis	Tissue: cirrhosis	liver tissue with cirrhosis	P-G14323-1	P-G14323-2	GSE14323GSM358179 sample	P-G14323-4	GSE14323GSM358179 extract	total_RNA	P-G14323-3	GSE14323GSM358179 LE biotin	biotin	synthetic_RNA	cirrhosis, biological rep 24	A-AFFY-37	P-AFFY-6	GSM358179.CEL	GSM358179.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.2.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358108	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	liver tissue with HCC:  Gene expression using RMA method. Tissue: HCC	Tissue: HCC	liver tissue with HCC	P-G14323-1	P-G14323-2	GSE14323GSM358108 sample	P-G14323-4	GSE14323GSM358108 extract	total_RNA	P-G14323-3	GSE14323GSM358108 LE biotin	biotin	synthetic_RNA	HCC, biological rep 6	A-AFFY-37	P-AFFY-6	GSM358108.CEL	GSM358108.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.2.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358147	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	liver tissue with cirrhosis:  Gene expression using RMA method. Tissue: cirrhosis	Tissue: cirrhosis	liver tissue with cirrhosis	P-G14323-1	P-G14323-2	GSE14323GSM358147 sample	P-G14323-4	GSE14323GSM358147 extract	total_RNA	P-G14323-3	GSE14323GSM358147 LE biotin	biotin	synthetic_RNA	cirrhosis, biological rep 8	A-AFFY-37	P-AFFY-6	GSM358147.CEL	GSM358147.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.2.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358224	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	Normal liver tissue:  Gene expression using RMA method. Tissue: Normal	Tissue: Normal	Normal liver tissue	P-G14323-1	P-G14323-2	GSE14323GSM358224 sample	P-G14323-4	GSE14323GSM358224 extract	total_RNA	P-G14323-3	GSE14323GSM358224 LE biotin	biotin	synthetic_RNA	Normal, biological rep 16	A-AFFY-37	P-AFFY-6	GSM358224.CEL	GSM358224.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.2.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358184	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	liver tissue with cirrhosis:  Gene expression using RMA method. Tissue: cirrhosis	Tissue: cirrhosis	liver tissue with cirrhosis	P-G14323-1	P-G14323-2	GSE14323GSM358184 sample	P-G14323-4	GSE14323GSM358184 extract	total_RNA	P-G14323-3	GSE14323GSM358184 LE biotin	biotin	synthetic_RNA	cirrhosis, biological rep 29	A-AFFY-37	P-AFFY-6	GSM358184.CEL	GSM358184.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.2.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358121	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	liver tissue with cirrhosisHCC:  Gene expression using RMA method. Tissue: cirrhosisHCC	Tissue: cirrhosisHCC	liver tissue with cirrhosisHCC	P-G14323-1	P-G14323-2	GSE14323GSM358121 sample	P-G14323-4	GSE14323GSM358121 extract	total_RNA	P-G14323-3	GSE14323GSM358121 LE biotin	biotin	synthetic_RNA	cirrhosisHCC, biological rep 3	A-AFFY-37	P-AFFY-6	GSM358121.CEL	GSM358121.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.2.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358109	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	liver tissue with HCC:  Gene expression using RMA method. Tissue: HCC	Tissue: HCC	liver tissue with HCC	P-G14323-1	P-G14323-2	GSE14323GSM358109 sample	P-G14323-4	GSE14323GSM358109 extract	total_RNA	P-G14323-3	GSE14323GSM358109 LE biotin	biotin	synthetic_RNA	HCC, biological rep 7	A-AFFY-37	P-AFFY-6	GSM358109.CEL	GSM358109.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.2.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358197	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	liver tissue with HCC:  Gene expression using RMA method. Tissue: HCC	Tissue: HCC	liver tissue with HCC	P-G14323-1	P-G14323-2	GSE14323GSM358197 sample	P-G14323-4	GSE14323GSM358197 extract	total_RNA	P-G14323-3	GSE14323GSM358197 LE biotin	biotin	synthetic_RNA	HCC, biological rep 44	A-AFFY-37	P-AFFY-6	GSM358197.CEL	GSM358197.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.2.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
